epoch,accuracy,loss,val_accuracy,val_loss
0,0.23419378697872162,2.0840885639190674,0.345703125,2.2180655002593994
1,0.34169620275497437,1.749259352684021,0.4011102020740509,2.0923449993133545
2,0.38512805104255676,1.6241751909255981,0.3940172791481018,1.9542734622955322
3,0.41758617758750916,1.5473583936691284,0.5035978555679321,1.7140424251556396
4,0.43307024240493774,1.4987940788269043,0.5405016541481018,1.5096538066864014
5,0.4506886303424835,1.4580845832824707,0.5736019611358643,1.3298490047454834
6,0.4682869017124176,1.409673810005188,0.6039268374443054,1.193689227104187
7,0.48276418447494507,1.3760148286819458,0.6147204041481018,1.131116509437561
8,0.492831826210022,1.3462003469467163,0.6339432597160339,1.0881049633026123
9,0.5073695182800293,1.3073012828826904,0.6276726722717285,1.0676310062408447
10,0.5155646204948425,1.2779815196990967,0.6452507972717285,1.0603818893432617
11,0.5271826386451721,1.2561315298080444,0.6416529417037964,1.0415183305740356
12,0.5407538414001465,1.2239396572113037,0.6466899514198303,1.023869514465332
13,0.5519289374351501,1.1920310258865356,0.6488487124443054,1.0115164518356323
14,0.5545063018798828,1.1814987659454346,0.6409333944320679,1.031591534614563
15,0.5580903887748718,1.1642677783966064,0.6439144611358643,1.0364726781845093
16,0.5692654848098755,1.1403528451919556,0.6539884805679321,1.0110043287277222
17,0.5733529329299927,1.1222596168518066,0.6613898277282715,0.9926136136054993
18,0.5792726874351501,1.1009241342544556,0.6541940569877625,1.0031399726867676
19,0.5865415334701538,1.0843169689178467,0.6633429527282715,0.9819280505180359
20,0.5940520167350769,1.064971685409546,0.6571751832962036,1.003078818321228
21,0.5974146127700806,1.0477092266082764,0.6611841917037964,0.9908270835876465
22,0.6050459146499634,1.0307234525680542,0.6641653180122375,0.9917159080505371
23,0.6049653887748718,1.0271466970443726,0.6653988361358643,1.0024933815002441
24,0.6146303415298462,1.0018434524536133,0.6610814332962036,0.9976611733436584
25,0.6153149008750916,0.9955338835716248,0.6636512875556946,0.9916427135467529
26,0.6260269284248352,0.9786354303359985,0.6704358458518982,0.9703144431114197
27,0.6305975914001465,0.9645562171936035,0.6662212014198303,1.0054188966751099
28,0.6328527927398682,0.9531340599060059,0.6636512875556946,1.0013484954833984
29,0.6383094191551208,0.9421835541725159,0.6652960777282715,1.0036954879760742
30,0.6427996158599854,0.9285335540771484,0.6641653180122375,1.0057979822158813
31,0.650390625,0.913658618927002,0.6673519611358643,1.0086908340454102
32,0.6543371677398682,0.8899376392364502,0.6639596819877625,1.0129053592681885
33,0.6564916372299194,0.8836997151374817,0.6678659319877625,1.0336140394210815
34,0.6585856676101685,0.8780530691146851,0.6554276347160339,1.0737009048461914
35,0.6635993719100952,0.8731735944747925,0.6641653180122375,1.0572482347488403
36,0.6616261005401611,0.8715338110923767,0.6733141541481018,1.0364018678665161
37,0.6638410091400146,0.8616613745689392,0.6645764708518982,1.0553992986679077
38,0.6656733155250549,0.8596464395523071,0.6674547791481018,1.064504623413086
39,0.6711702346801758,0.839949369430542,0.6709498167037964,1.0636345148086548
40,0.6761235594749451,0.8276936411857605,0.6687911152839661,1.060057520866394
41,0.678398847579956,0.8258368372917175,0.6640625,1.1174920797348022
42,0.6810768246650696,0.8152192234992981,0.6730057597160339,1.0810667276382446
43,0.6841374039649963,0.8042974472045898,0.6743420958518982,1.085290551185608
44,0.6859697103500366,0.80802983045578,0.6715666055679321,1.108406662940979
45,0.6884261965751648,0.7994473576545715,0.6771175861358643,1.1176010370254517
46,0.6854462027549744,0.8010167479515076,0.6708470582962036,1.1530346870422363
47,0.6868959665298462,0.8088338971138,0.6657072305679321,1.1578731536865234
48,0.6961380243301392,0.7824758887290955,0.6662212014198303,1.175872564315796
49,0.6955943703651428,0.7777324318885803,0.6665295958518982,1.1374050378799438
